0,1,2,3,4,5
0,0,0.060497,0,0,0
0.053767,0.064957,0.050627,0.017638,0.026908,0
0,0,0,0,0,0
0.095282,0,0.089716,0,0,0
0,0,0,0,0,0
5.1337,10.062,7.5132,2.0859,5.0919,1.3011
0.061975,0.099831,0,0,0,0
14.872,20.989,14.359,14.285,19.767,5.2883
1.0168,0.68038,0.98691,6.1583,0.89251,1.8443
0,0,0,0,0,0
0.041195,0,0,0,0,0
0,0,0,0,0,0
29.655,17.855,18.145,23.386,15.083,21.784
0.026444,0.010649,0.01245,0.0347,0.006617,0.077615
0,0,0,0,0,0
9.4366,8.4691,15.066,8.7224,13.257,5.2154
0,0,0,0,0,0
0.084376,0.30581,0.11917,0,0.042227,0
0.46027,0.29401,0.74721,0.56752,0.40112,0.26786
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.13472,0.33694,0.14688,0,0.14904,0
5.79,3.0312,5.4908,3.6903,6.3749,4.2081
3.929,2.8979,5.9581,2.7677,4.4707,2.9942
0,0,0,0,0,0
0.1439,0.038633,0.090331,0.12589,0.81619,0.28158
8.9084,14.083,49.134,7.3296,18.764,2.3411
1.5196,1.623,1.8663,1.3004,1.5871,3.9106
7.9431,6.4262,7.1858,5.8114,5.9871,16.192
23.92,17.176,20.337,18.084,18.8,17.908
0.40605,0.64843,1.1404,0.67521,0.48,0.16781
0,0,0,0,0,0
0,0.0072375,0,0,0,0.05275
0.024908,0.013374,0.1329,13.874,0.0083102,23.573
0,0.0053061,0.049627,2.3255,0.013188,1.244
0,0,0,0,0,0
0.014143,0.056955,0.24637,0.037117,0.2265,0.083023
0,0,0,0,0,0
0,0.014119,0.008253,0,0,0
24.645,14.092,20.017,32.847,11.213,32.023
17.429,9.1408,13.549,21.452,10.683,17.449
0,0,0,0,0,0
0,0,0,0,0,0
10.495,16.1,12.043,13.21,21.458,19.819
0,0,0.03243,0,0,0
0,0.018185,0,0,0,0
0,0,0,0,0,0
2.2934,1.4994,1.3804,0.33045,0.8822,0.087992
0,0,0,0,0,0
0.042789,0,0,0,0,0
0.0083124,0,0.0078269,0.27269,0,0.23584
0,0,0,0,0,0
0,0,0,0,0,0
0.003328,0,0,0,0,0.006512
0,0.064278,0,0,0.039941,0
0,0,0,0,0,0.071372
5.0065,7.986,5.5211,21.587,5.479,24.653
0,0,0,0,0,0
0,0,0,0,0,0
0.24741,0.34872,0.40769,5.0863,0.57783,4.579
5.4531,6.2373,7.1931,11.386,9.3276,6.7006
9.1555,13.918,13.754,9.7935,13.665,10.634
0.63029,0.50764,0.7913,0,0,0.61665
5.2628,3.6713,2.5362,2.7188,3.3182,3.1218
7.6078,5.2964,5.2516,4.0749,4.5581,3.2966
24.76,9.0696,10.331,13.797,10.365,8.6522
0.3871,0.7886,0.80759,0.68723,0.87367,0.23763
1.4252,1.89,2.4294,2.7246,3.9967,1.0097
0.36016,2.1595,1.2812,0.73517,0.48066,0.97881
29.478,39.483,54.002,40.827,47.709,22.26
0,0,0,0.25765,0,0.57631
5.5066,5.8588,7.8069,5.0806,7.6333,3.5432
0,0,0,0,0,0
75.758,80.405,96.55,72.991,77.775,72.498
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.10159,0.0993
3.1047,2.4763,3.1504,3.2038,5.6419,1.3566
4.6637,1.0413,2.2174,3.3325,23.709,1.5812
0,0,0,0,0,0
0.90299,1.4424,1.7855,2.8043,3.6605,0.66259
0.021179,0.025587,0.10968,0.027791,0,0
6.4832,5.7726,5.9923,6.1952,8.0401,4.4619
0.033642,0.054192,0.031677,0,0,0.098743
0,0.037855,0,0,0,0.045984
3.1668,3.9184,4.3471,3.1614,10.277,3.1013
0,0,0,0,0,0
0,0,0,0,0,0
75.401,3.7035,4.6885,0.30002,0.82641,0.17398
0.39489,0.36997,0.69053,0.052875,0.28232,0.015769
0.015726,0,0.0074036,0.020635,0.01574,0
